Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber,EventName
0 days 01:36:10.519000,GAS,10,0 days 00:01:34.227000,12.0,4.0,,,0 days 00:00:33.480000,0 days 00:00:19.640000,0 days 00:00:41.107000,0 days 01:35:09.831000,0 days 01:35:29.471000,0 days 01:36:10.578000,254.0,296.0,280.0,262.0,True,INTERMEDIATE,12.0,False,Alpine,0 days 01:34:36.292000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:37:43.794000,GAS,10,0 days 00:01:33.275000,13.0,4.0,,,0 days 00:00:33.245000,0 days 00:00:19.662000,0 days 00:00:40.368000,0 days 01:36:43.823000,0 days 01:37:03.485000,0 days 01:37:43.853000,255.0,297.0,279.0,273.0,True,INTERMEDIATE,13.0,False,Alpine,0 days 01:36:10.519000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:39:16.653000,GAS,10,0 days 00:01:32.859000,14.0,4.0,,,0 days 00:00:32.923000,0 days 00:00:19.508000,0 days 00:00:40.428000,0 days 01:38:16.776000,0 days 01:38:36.284000,0 days 01:39:16.712000,257.0,297.0,278.0,274.0,True,INTERMEDIATE,14.0,False,Alpine,0 days 01:37:43.794000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:40:49.397000,GAS,10,0 days 00:01:32.744000,15.0,4.0,,,0 days 00:00:33.106000,0 days 00:00:19.515000,0 days 00:00:40.123000,0 days 01:39:49.818000,0 days 01:40:09.333000,0 days 01:40:49.456000,258.0,297.0,279.0,271.0,True,INTERMEDIATE,15.0,False,Alpine,0 days 01:39:16.653000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:42:21.842000,GAS,10,0 days 00:01:32.445000,16.0,4.0,,,0 days 00:00:32.952000,0 days 00:00:19.527000,0 days 00:00:39.966000,0 days 01:41:22.408000,0 days 01:41:41.935000,0 days 01:42:21.901000,259.0,303.0,279.0,270.0,True,INTERMEDIATE,16.0,False,Alpine,0 days 01:40:49.397000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:43:54.637000,GAS,10,0 days 00:01:32.795000,17.0,4.0,,,0 days 00:00:32.773000,0 days 00:00:19.338000,0 days 00:00:40.684000,0 days 01:42:54.674000,0 days 01:43:14.012000,0 days 01:43:54.696000,258.0,297.0,280.0,,False,INTERMEDIATE,17.0,False,Alpine,0 days 01:42:21.842000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:45:27.761000,GAS,10,0 days 00:01:33.124000,18.0,4.0,,,0 days 00:00:32.863000,0 days 00:00:19.329000,0 days 00:00:40.932000,0 days 01:44:27.559000,0 days 01:44:46.888000,0 days 01:45:27.820000,,297.0,275.0,269.0,False,INTERMEDIATE,18.0,False,Alpine,0 days 01:43:54.637000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:47:00.223000,GAS,10,0 days 00:01:32.462000,19.0,4.0,,,0 days 00:00:32.918000,0 days 00:00:19.141000,0 days 00:00:40.403000,0 days 01:46:00.738000,0 days 01:46:19.879000,0 days 01:47:00.282000,,304.0,280.0,268.0,False,INTERMEDIATE,19.0,False,Alpine,0 days 01:45:27.761000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:48:32.550000,GAS,10,0 days 00:01:32.327000,20.0,4.0,,,0 days 00:00:32.703000,0 days 00:00:19.090000,0 days 00:00:40.534000,0 days 01:47:32.985000,0 days 01:47:52.075000,0 days 01:48:32.609000,,297.0,276.0,275.0,True,INTERMEDIATE,20.0,False,Alpine,0 days 01:47:00.223000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:50:04.873000,GAS,10,0 days 00:01:32.323000,21.0,4.0,,,0 days 00:00:32.860000,0 days 00:00:19.181000,0 days 00:00:40.282000,0 days 01:49:05.469000,0 days 01:49:24.650000,0 days 01:50:04.932000,,304.0,280.0,269.0,True,INTERMEDIATE,21.0,False,Alpine,0 days 01:48:32.550000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:51:37.228000,GAS,10,0 days 00:01:32.355000,22.0,4.0,,,0 days 00:00:32.630000,0 days 00:00:19.183000,0 days 00:00:40.542000,0 days 01:50:37.562000,0 days 01:50:56.745000,0 days 01:51:37.287000,259.0,293.0,281.0,280.0,False,INTERMEDIATE,22.0,False,Alpine,0 days 01:50:04.873000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:53:09.666000,GAS,10,0 days 00:01:32.438000,23.0,4.0,,,0 days 00:00:32.769000,0 days 00:00:19.180000,0 days 00:00:40.489000,0 days 01:52:10.056000,0 days 01:52:29.236000,0 days 01:53:09.725000,257.0,294.0,280.0,272.0,False,INTERMEDIATE,23.0,False,Alpine,0 days 01:51:37.228000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:54:41.701000,GAS,10,0 days 00:01:32.035000,24.0,4.0,,,0 days 00:00:32.624000,0 days 00:00:19.219000,0 days 00:00:40.192000,0 days 01:53:42.349000,0 days 01:54:01.568000,0 days 01:54:41.760000,259.0,294.0,281.0,,True,INTERMEDIATE,24.0,False,Alpine,0 days 01:53:09.666000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:56:13.323000,GAS,10,0 days 00:01:31.622000,25.0,4.0,,,0 days 00:00:32.743000,0 days 00:00:19.120000,0 days 00:00:39.759000,0 days 01:55:14.503000,0 days 01:55:33.623000,0 days 01:56:13.382000,260.0,295.0,281.0,275.0,True,INTERMEDIATE,25.0,False,Alpine,0 days 01:54:41.701000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:57:44.251000,GAS,10,0 days 00:01:30.928000,26.0,4.0,,,0 days 00:00:32.305000,0 days 00:00:19.052000,0 days 00:00:39.571000,0 days 01:56:45.687000,0 days 01:57:04.739000,0 days 01:57:44.310000,263.0,297.0,281.0,282.0,True,INTERMEDIATE,26.0,False,Alpine,0 days 01:56:13.323000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 01:59:14.886000,GAS,10,0 days 00:01:30.635000,27.0,4.0,,,0 days 00:00:32.169000,0 days 00:00:19.002000,0 days 00:00:39.464000,0 days 01:58:16.479000,0 days 01:58:35.481000,0 days 01:59:14.945000,264.0,299.0,281.0,279.0,True,INTERMEDIATE,27.0,False,Alpine,0 days 01:57:44.251000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:00:45.268000,GAS,10,0 days 00:01:30.382000,28.0,4.0,,,0 days 00:00:32.019000,0 days 00:00:18.955000,0 days 00:00:39.408000,0 days 01:59:46.964000,0 days 02:00:05.919000,0 days 02:00:45.327000,265.0,297.0,282.0,277.0,True,INTERMEDIATE,28.0,False,Alpine,0 days 01:59:14.886000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:02:15.319000,GAS,10,0 days 00:01:30.051000,29.0,4.0,,,0 days 00:00:31.855000,0 days 00:00:18.938000,0 days 00:00:39.258000,0 days 02:01:17.182000,0 days 02:01:36.120000,0 days 02:02:15.378000,264.0,297.0,278.0,284.0,True,INTERMEDIATE,29.0,False,Alpine,0 days 02:00:45.268000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:03:45.443000,GAS,10,0 days 00:01:30.124000,30.0,4.0,,,0 days 00:00:31.654000,0 days 00:00:18.998000,0 days 00:00:39.472000,0 days 02:02:47.032000,0 days 02:03:06.030000,0 days 02:03:45.502000,265.0,297.0,279.0,282.0,False,INTERMEDIATE,30.0,False,Alpine,0 days 02:02:15.319000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:05:14.742000,GAS,10,0 days 00:01:29.299000,31.0,4.0,,,0 days 00:00:31.513000,0 days 00:00:18.869000,0 days 00:00:38.917000,0 days 02:04:17.015000,0 days 02:04:35.884000,0 days 02:05:14.801000,266.0,296.0,280.0,283.0,True,INTERMEDIATE,31.0,False,Alpine,0 days 02:03:45.443000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:06:44.125000,GAS,10,0 days 00:01:29.383000,32.0,4.0,,,0 days 00:00:31.618000,0 days 00:00:18.850000,0 days 00:00:38.915000,0 days 02:05:46.419000,0 days 02:06:05.269000,0 days 02:06:44.184000,267.0,296.0,280.0,280.0,False,INTERMEDIATE,32.0,False,Alpine,0 days 02:05:14.742000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:08:35.425000,GAS,10,0 days 00:01:51.300000,33.0,4.0,,0 days 02:08:17.990000,0 days 00:00:31.296000,0 days 00:00:18.975000,0 days 00:01:01.029000,0 days 02:07:15.480000,0 days 02:07:34.455000,0 days 02:08:35.484000,263.0,298.0,,284.0,False,INTERMEDIATE,33.0,False,Alpine,0 days 02:06:44.125000,,124,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:11:00.474000,GAS,10,0 days 00:02:25.049000,34.0,5.0,0 days 02:08:37.599000,,0 days 00:00:53.338000,0 days 00:00:42.356000,0 days 00:00:49.355000,0 days 02:09:28.822000,0 days 02:10:11.178000,0 days 02:11:00.533000,107.0,119.0,268.0,162.0,False,HARD,1.0,True,Alpine,0 days 02:08:35.425000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:12:46.005000,GAS,10,0 days 00:01:45.531000,35.0,5.0,,,0 days 00:00:35.632000,0 days 00:00:28.822000,0 days 00:00:41.077000,0 days 02:11:36.165000,0 days 02:12:04.987000,0 days 02:12:46.064000,248.0,279.0,271.0,237.0,False,HARD,2.0,True,Alpine,0 days 02:11:00.474000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:14:27.625000,GAS,10,0 days 00:01:41.620000,36.0,5.0,,,0 days 00:00:32.286000,0 days 00:00:29.596000,0 days 00:00:39.738000,0 days 02:13:18.350000,0 days 02:13:47.946000,0 days 02:14:27.684000,252.0,282.0,270.0,280.0,False,HARD,3.0,True,Alpine,0 days 02:12:46.005000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:16:34.843000,GAS,10,0 days 00:02:07.218000,37.0,5.0,,,0 days 00:00:31.629000,0 days 00:00:29.727000,0 days 00:01:05.862000,0 days 02:14:59.313000,0 days 02:15:29.040000,0 days 02:16:34.902000,255.0,289.0,213.0,270.0,False,HARD,4.0,True,Alpine,0 days 02:14:27.625000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:18:54.219000,GAS,10,0 days 00:02:19.376000,38.0,5.0,,,0 days 00:00:38.274000,0 days 00:00:39.552000,0 days 00:01:01.550000,0 days 02:17:13.176000,0 days 02:17:52.728000,0 days 02:18:54.278000,85.0,171.0,222.0,258.0,False,HARD,5.0,True,Alpine,0 days 02:16:34.843000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:21:05.445000,GAS,10,0 days 00:02:11.226000,39.0,5.0,,,0 days 00:00:38.456000,0 days 00:00:36.070000,0 days 00:00:56.700000,0 days 02:19:32.734000,0 days 02:20:08.804000,0 days 02:21:05.504000,80.0,156.0,229.0,,False,HARD,6.0,True,Alpine,0 days 02:18:54.219000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:23:15.921000,GAS,10,0 days 00:02:10.476000,40.0,5.0,,,0 days 00:00:40.824000,0 days 00:00:35.543000,0 days 00:00:54.109000,0 days 02:21:46.328000,0 days 02:22:21.871000,0 days 02:23:15.980000,128.0,173.0,249.0,262.0,False,HARD,7.0,True,Alpine,0 days 02:21:05.445000,,4,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:25:22.289000,GAS,10,0 days 00:02:06.368000,41.0,5.0,,,0 days 00:00:43.945000,0 days 00:00:29.012000,0 days 00:00:53.411000,0 days 02:23:59.925000,0 days 02:24:28.937000,0 days 02:25:22.348000,107.0,208.0,287.0,201.0,False,HARD,8.0,True,Alpine,0 days 02:23:15.921000,,41,9.0,False,,False,False,1,Australian Grand Prix
0 days 02:26:50.231000,GAS,10,0 days 00:01:27.942000,42.0,5.0,,,0 days 00:00:31.318000,0 days 00:00:18.881000,0 days 00:00:37.743000,0 days 02:25:53.666000,0 days 02:26:12.547000,0 days 02:26:50.290000,260.0,295.0,289.0,284.0,True,HARD,9.0,True,Alpine,0 days 02:25:22.289000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:28:15.251000,GAS,10,0 days 00:01:25.020000,43.0,5.0,,,0 days 00:00:29.787000,0 days 00:00:18.627000,0 days 00:00:36.606000,0 days 02:27:20.077000,0 days 02:27:38.704000,0 days 02:28:15.310000,255.0,306.0,292.0,294.0,True,HARD,10.0,True,Alpine,0 days 02:26:50.231000,,1,9.0,False,,False,True,1,Australian Grand Prix
0 days 02:29:43.583000,GAS,10,0 days 00:01:28.332000,44.0,5.0,,,0 days 00:00:29.467000,0 days 00:00:18.594000,0 days 00:00:40.271000,0 days 02:28:44.777000,0 days 02:29:03.371000,0 days 02:29:43.642000,265.0,297.0,290.0,296.0,False,HARD,11.0,True,Alpine,0 days 02:28:15.251000,,12,4.0,False,,False,True,1,Australian Grand Prix
0 days 02:31:16.552000,GAS,10,0 days 00:01:32.969000,45.0,5.0,,,0 days 00:00:30.352000,0 days 00:00:18.899000,0 days 00:00:43.718000,0 days 02:30:13.994000,0 days 02:30:32.893000,0 days 02:31:16.611000,,293.0,281.0,287.0,False,HARD,12.0,True,Alpine,0 days 02:29:43.583000,,21,4.0,False,,False,True,1,Australian Grand Prix
0 days 02:33:12.621000,GAS,10,0 days 00:01:56.069000,46.0,5.0,,0 days 02:32:55.194000,0 days 00:00:33.157000,0 days 00:00:18.982000,0 days 00:01:03.930000,0 days 02:31:49.768000,0 days 02:32:08.750000,0 days 02:33:12.680000,262.0,292.0,,262.0,False,HARD,13.0,True,Alpine,0 days 02:31:16.552000,,1,11.0,False,,False,False,1,Australian Grand Prix
0 days 02:35:19.361000,GAS,10,0 days 00:02:06.740000,47.0,6.0,0 days 02:33:14.929000,,0 days 00:00:45.479000,0 days 00:00:24.021000,0 days 00:00:57.240000,0 days 02:33:58.159000,0 days 02:34:22.180000,0 days 02:35:19.420000,226.0,212.0,266.0,221.0,False,INTERMEDIATE,1.0,True,Alpine,0 days 02:33:12.621000,,124,8.0,False,,False,False,1,Australian Grand Prix
0 days 02:37:21.146000,GAS,10,0 days 00:02:01.785000,48.0,6.0,,,0 days 00:00:41.932000,0 days 00:00:22.835000,0 days 00:00:57.018000,0 days 02:36:01.352000,0 days 02:36:24.187000,0 days 02:37:21.205000,244.0,111.0,180.0,185.0,False,INTERMEDIATE,2.0,True,Alpine,0 days 02:35:19.361000,,4,8.0,False,,False,False,1,Australian Grand Prix
0 days 02:39:45.815000,GAS,10,0 days 00:02:24.669000,49.0,6.0,,,0 days 00:00:48.264000,0 days 00:00:32.422000,0 days 00:01:03.983000,0 days 02:38:09.469000,0 days 02:38:41.891000,0 days 02:39:45.874000,131.0,137.0,231.0,204.0,False,INTERMEDIATE,3.0,True,Alpine,0 days 02:37:21.146000,,4,8.0,False,,False,False,1,Australian Grand Prix
0 days 02:42:03.569000,GAS,10,0 days 00:02:17.754000,50.0,6.0,,,0 days 00:00:49.575000,0 days 00:00:30.790000,0 days 00:00:57.389000,0 days 02:40:35.449000,0 days 02:41:06.239000,0 days 02:42:03.628000,75.0,158.0,263.0,223.0,False,INTERMEDIATE,4.0,True,Alpine,0 days 02:39:45.815000,,4,8.0,False,,False,False,1,Australian Grand Prix
0 days 02:44:15.314000,GAS,10,0 days 00:02:11.745000,51.0,6.0,,,0 days 00:00:46.466000,0 days 00:00:28.377000,0 days 00:00:56.902000,0 days 02:42:50.094000,0 days 02:43:18.471000,0 days 02:44:15.373000,225.0,217.0,285.0,138.0,False,INTERMEDIATE,5.0,True,Alpine,0 days 02:42:03.569000,,41,8.0,False,,False,False,1,Australian Grand Prix
0 days 02:45:51.640000,GAS,10,0 days 00:01:36.326000,52.0,6.0,,,0 days 00:00:35.475000,0 days 00:00:19.500000,0 days 00:00:41.351000,0 days 02:44:50.848000,0 days 02:45:10.348000,0 days 02:45:51.699000,260.0,303.0,287.0,233.0,False,INTERMEDIATE,6.0,True,Alpine,0 days 02:44:15.314000,,1,8.0,False,,False,True,1,Australian Grand Prix
0 days 02:47:23.937000,GAS,10,0 days 00:01:32.297000,53.0,6.0,,,0 days 00:00:32.856000,0 days 00:00:19.045000,0 days 00:00:40.396000,0 days 02:46:24.555000,0 days 02:46:43.600000,0 days 02:47:23.996000,258.0,300.0,280.0,258.0,False,INTERMEDIATE,7.0,True,Alpine,0 days 02:45:51.640000,,1,8.0,False,,False,True,1,Australian Grand Prix
0 days 02:48:58.904000,GAS,10,0 days 00:01:34.967000,54.0,6.0,,,0 days 00:00:35.345000,0 days 00:00:19.237000,0 days 00:00:40.385000,0 days 02:47:59.341000,0 days 02:48:18.578000,0 days 02:48:58.963000,259.0,300.0,286.0,277.0,False,INTERMEDIATE,8.0,True,Alpine,0 days 02:47:23.937000,,1,10.0,True,TRACK LIMITS AT TURN 1 LAP 54 ,False,True,1,Australian Grand Prix
0 days 02:50:31.220000,GAS,10,0 days 00:01:32.316000,55.0,6.0,,,0 days 00:00:33.195000,0 days 00:00:19.199000,0 days 00:00:39.922000,0 days 02:49:32.158000,0 days 02:49:51.357000,0 days 02:50:31.279000,262.0,293.0,286.0,269.0,False,INTERMEDIATE,9.0,True,Alpine,0 days 02:48:58.904000,,1,11.0,False,,False,True,1,Australian Grand Prix
0 days 02:52:02.086000,GAS,10,0 days 00:01:30.866000,56.0,6.0,,,0 days 00:00:31.867000,0 days 00:00:19.159000,0 days 00:00:39.840000,0 days 02:51:03.146000,0 days 02:51:22.305000,0 days 02:52:02.145000,261.0,289.0,285.0,265.0,False,INTERMEDIATE,10.0,True,Alpine,0 days 02:50:31.220000,,1,11.0,False,,False,True,1,Australian Grand Prix
0 days 02:53:33.398000,GAS,10,0 days 00:01:31.312000,57.0,6.0,,,0 days 00:00:31.774000,0 days 00:00:19.075000,0 days 00:00:40.463000,0 days 02:52:33.919000,0 days 02:52:52.994000,0 days 02:53:33.457000,264.0,291.0,285.0,269.0,False,INTERMEDIATE,11.0,True,Alpine,0 days 02:52:02.086000,,1,11.0,False,,False,True,1,Australian Grand Prix
0 days 01:13:22.976000,ANT,12,,1.0,1.0,,,,0 days 00:00:22.829000,0 days 00:01:09.366000,,0 days 01:12:13.825000,0 days 01:13:23.020000,219.0,198.0,245.0,186.0,False,INTERMEDIATE,1.0,True,Mercedes,0 days 01:11:00.355000,,124,16.0,False,,False,False,1,Australian Grand Prix
0 days 01:16:12.898000,ANT,12,,2.0,1.0,,0 days 01:16:01.429000,0 days 00:00:55.459000,0 days 00:00:32.481000,0 days 00:01:21.860000,0 days 01:14:18.601000,0 days 01:14:51.238000,0 days 01:16:13.028000,78.0,167.0,,145.0,False,INTERMEDIATE,2.0,True,Mercedes,0 days 01:13:22.976000,,4,13.0,False,,False,False,1,Australian Grand Prix
0 days 01:18:57.575000,ANT,12,,3.0,2.0,0 days 01:16:16.265000,0 days 01:18:43.529000,0 days 00:00:51.498000,0 days 00:00:33.080000,0 days 00:01:20.177000,0 days 01:17:04.362000,0 days 01:17:37.551000,0 days 01:18:57.746000,97.0,123.0,,177.0,False,INTERMEDIATE,3.0,False,Mercedes,0 days 01:16:12.898000,,4,13.0,False,,False,False,1,Australian Grand Prix
0 days 01:21:32.097000,ANT,12,,4.0,3.0,0 days 01:18:59.964000,0 days 01:21:21.148000,0 days 00:00:49.814000,0 days 00:00:32.851000,0 days 00:01:11.933000,0 days 01:19:47.390000,0 days 01:20:20.290000,0 days 01:21:32.318000,81.0,156.0,,196.0,False,INTERMEDIATE,4.0,False,Mercedes,0 days 01:18:57.575000,,4,13.0,False,,False,False,1,Australian Grand Prix
0 days 01:23:51.260000,ANT,12,0 days 00:02:19.163000,5.0,4.0,0 days 01:21:35.283000,,0 days 00:00:49.979000,0 days 00:00:30.052000,0 days 00:00:59.132000,0 days 01:22:22.120000,0 days 01:22:52.172000,0 days 01:23:51.304000,125.0,274.0,193.0,187.0,False,INTERMEDIATE,5.0,False,Mercedes,0 days 01:21:32.097000,,4,13.0,False,,False,False,1,Australian Grand Prix
0 days 01:26:12.371000,ANT,12,0 days 00:02:21.111000,6.0,4.0,,,0 days 00:00:42.289000,0 days 00:00:35.787000,0 days 00:01:03.035000,0 days 01:24:33.593000,0 days 01:25:09.380000,0 days 01:26:12.415000,169.0,234.0,232.0,201.0,True,INTERMEDIATE,6.0,False,Mercedes,0 days 01:23:51.260000,,4,13.0,False,,False,False,1,Australian Grand Prix
0 days 01:28:15.783000,ANT,12,0 days 00:02:03.412000,7.0,4.0,,,0 days 00:00:41.182000,0 days 00:00:30.645000,0 days 00:00:51.585000,0 days 01:26:53.597000,0 days 01:27:24.242000,0 days 01:28:15.827000,193.0,266.0,277.0,204.0,True,INTERMEDIATE,7.0,False,Mercedes,0 days 01:26:12.371000,,41,13.0,False,,False,False,1,Australian Grand Prix
0 days 01:29:54.512000,ANT,12,0 days 00:01:38.729000,8.0,4.0,,,0 days 00:00:35.912000,0 days 00:00:20.482000,0 days 00:00:42.335000,0 days 01:28:51.739000,0 days 01:29:12.221000,0 days 01:29:54.556000,254.0,309.0,280.0,240.0,True,INTERMEDIATE,8.0,False,Mercedes,0 days 01:28:15.783000,,1,13.0,False,,False,True,1,Australian Grand Prix
0 days 01:31:30.824000,ANT,12,0 days 00:01:36.312000,9.0,4.0,,,0 days 00:00:34.903000,0 days 00:00:19.945000,0 days 00:00:41.464000,0 days 01:30:29.459000,0 days 01:30:49.404000,0 days 01:31:30.868000,257.0,307.0,282.0,258.0,True,INTERMEDIATE,9.0,False,Mercedes,0 days 01:29:54.512000,,1,13.0,False,,False,True,1,Australian Grand Prix
0 days 01:33:06.094000,ANT,12,0 days 00:01:35.270000,10.0,4.0,,,0 days 00:00:34.187000,0 days 00:00:19.577000,0 days 00:00:41.506000,0 days 01:32:05.055000,0 days 01:32:24.632000,0 days 01:33:06.138000,260.0,312.0,282.0,271.0,True,INTERMEDIATE,10.0,False,Mercedes,0 days 01:31:30.824000,,1,13.0,False,,False,True,1,Australian Grand Prix
0 days 01:34:40.772000,ANT,12,0 days 00:01:34.678000,11.0,4.0,,,0 days 00:00:33.964000,0 days 00:00:19.627000,0 days 00:00:41.087000,0 days 01:33:40.102000,0 days 01:33:59.729000,0 days 01:34:40.816000,259.0,310.0,281.0,264.0,True,INTERMEDIATE,11.0,False,Mercedes,0 days 01:33:06.094000,,1,13.0,False,,False,True,1,Australian Grand Prix
0 days 01:36:16.157000,ANT,12,0 days 00:01:35.385000,12.0,4.0,,,0 days 00:00:34.180000,0 days 00:00:19.476000,0 days 00:00:41.729000,0 days 01:35:14.996000,0 days 01:35:34.472000,0 days 01:36:16.201000,,320.0,280.0,270.0,False,INTERMEDIATE,12.0,False,Mercedes,0 days 01:34:40.772000,,1,13.0,False,,False,True,1,Australian Grand Prix
0 days 01:37:49.854000,ANT,12,0 days 00:01:33.697000,13.0,4.0,,,0 days 00:00:33.611000,0 days 00:00:19.396000,0 days 00:00:40.690000,0 days 01:36:49.812000,0 days 01:37:09.208000,0 days 01:37:49.898000,260.0,308.0,293.0,261.0,True,INTERMEDIATE,13.0,False,Mercedes,0 days 01:36:16.157000,,1,13.0,False,,False,True,1,Australian Grand Prix
0 days 01:39:23.656000,ANT,12,0 days 00:01:33.802000,14.0,4.0,,,0 days 00:00:33.699000,0 days 00:00:19.470000,0 days 00:00:40.633000,0 days 01:38:23.597000,0 days 01:38:43.067000,0 days 01:39:23.700000,,313.0,280.0,268.0,False,INTERMEDIATE,14.0,False,Mercedes,0 days 01:37:49.854000,,1,12.0,False,,False,True,1,Australian Grand Prix
0 days 01:40:55.868000,ANT,12,0 days 00:01:32.212000,15.0,4.0,,,0 days 00:00:33.126000,0 days 00:00:19.420000,0 days 00:00:39.666000,0 days 01:39:56.826000,0 days 01:40:16.246000,0 days 01:40:55.912000,262.0,302.0,282.0,290.0,True,INTERMEDIATE,15.0,False,Mercedes,0 days 01:39:23.656000,,1,12.0,False,,False,True,1,Australian Grand Prix
0 days 01:42:33.194000,ANT,12,0 days 00:01:37.326000,16.0,4.0,,,0 days 00:00:37.533000,0 days 00:00:19.464000,0 days 00:00:40.329000,0 days 01:41:33.445000,0 days 01:41:52.909000,0 days 01:42:33.238000,258.0,303.0,282.0,294.0,False,INTERMEDIATE,16.0,False,Mercedes,0 days 01:40:55.868000,,1,13.0,True,TRACK LIMITS AT TURN 4 LAP 16 ,False,True,1,Australian Grand Prix
0 days 01:44:05.506000,ANT,12,0 days 00:01:32.312000,17.0,4.0,,,0 days 00:00:33.045000,0 days 00:00:19.059000,0 days 00:00:40.208000,0 days 01:43:06.283000,0 days 01:43:25.342000,0 days 01:44:05.550000,265.0,305.0,281.0,277.0,False,INTERMEDIATE,17.0,False,Mercedes,0 days 01:42:33.194000,,1,12.0,False,,False,True,1,Australian Grand Prix
0 days 01:45:37.687000,ANT,12,0 days 00:01:32.181000,18.0,4.0,,,0 days 00:00:32.902000,0 days 00:00:19.203000,0 days 00:00:40.076000,0 days 01:44:38.452000,0 days 01:44:57.655000,0 days 01:45:37.731000,264.0,301.0,280.0,291.0,True,INTERMEDIATE,18.0,False,Mercedes,0 days 01:44:05.506000,,1,12.0,False,,False,True,1,Australian Grand Prix
0 days 01:47:09.629000,ANT,12,0 days 00:01:31.942000,19.0,4.0,,,0 days 00:00:32.822000,0 days 00:00:19.108000,0 days 00:00:40.012000,0 days 01:46:10.553000,0 days 01:46:29.661000,0 days 01:47:09.673000,257.0,293.0,281.0,283.0,True,INTERMEDIATE,19.0,False,Mercedes,0 days 01:45:37.687000,,1,12.0,False,,False,True,1,Australian Grand Prix
